step,trans_type,amount,origin_id,dest_id,is_fraud
7,TRANSFER,467052.17,bbb95f58a738,624132201273,0
7,PAYMENT,5345.7,e7750e1dfc72,581af9c7125d,0
7,PAYMENT,13729.09,cf3b34c8da81,464480db446e,0
7,PAYMENT,11031.05,f038166e3737,b83525fff718,0
7,PAYMENT,117.09,507148be3d7b,b3e23979971d,0
7,DEBIT,1161.16,9a156db664fd,089419609128,0
7,PAYMENT,502.06,3649cd5bb717,2e4b0c63c2eb,0
7,PAYMENT,6589.23,7551af945c28,2a6e61f1fac2,0
7,PAYMENT,3374.67,7f82360c6347,be0aeb89bcc7,0
7,TRANSFER,453804.86,4b3cabd5f325,42a7c39f1625,0
7,TRANSFER,310027.49,20a330d912c0,a86da4d97be4,0
7,PAYMENT,1200.85,ca027273a253,95a49e650fa4,0
7,PAYMENT,2527.79,440f7945fbad,cd05995fbfb7,0
7,DEBIT,3472.3,3502fc80eef0,7e3c440b219b,0
7,PAYMENT,2974.8,514aa721db5a,f8b0c88808f0,0
7,CASH_OUT,98320.38,1729527e7bc1,a0becfc57579,0
7,CASH_OUT,32501.34,4a7fab4ed74e,5cb50c79ace5,0
7,CASH_OUT,182108.86,223d4d5194eb,f89e1f9dd7ce,0
7,CASH_OUT,108454.97,7af9acf1e4f0,c085cbdb6c12,0
7,CASH_OUT,84816.24,ebd45c490dcd,56a0ed6eb07a,0
7,CASH_OUT,228835.74,93ef586f773c,669cf6771665,0
7,CASH_OUT,42175.72,9aef6676f401,ef06d723764a,0
7,CASH_OUT,201868.78,0146e72d5f09,e5113ca169ac,0
7,CASH_OUT,188877.41,5346dd37a230,1796cdf3a55b,0
7,CASH_OUT,181945.17,72f095352932,71d460ed7b6a,0
7,CASH_OUT,23183.6,9e6cfdf4d639,4e4d8c595182,0
7,CASH_OUT,18946.12,835534c993e4,34f762b8220e,0
7,CASH_OUT,110369.29,ef4a0efc2b06,5563e6051228,0
7,CASH_OUT,187130.17,2617df76508d,f34b3560c34f,0
7,CASH_OUT,66614.19,fcd096f4ca2e,282174d61639,0
7,CASH_OUT,66340.17,7eb4ea2e6765,1ec394870105,0
7,CASH_OUT,124616.96,7cfa04e1b8c7,5831b42289b6,0
7,CASH_OUT,55862.36,68b5d7c4bd5b,225ab7ac9d37,0
7,CASH_OUT,43206.18,21b0460e74a1,3f55cb2f73bd,0
7,CASH_OUT,114959.23,ee118cfeb748,7fa3ba1cba55,0
7,CASH_OUT,59950.41,0859aad5126d,08ae3dcfb49f,0
7,CASH_OUT,64439.05,df763d2cdae8,9531a406fe7d,0
7,CASH_OUT,145378.85,6fd81574cffe,4a1b1c846644,0
7,CASH_OUT,23134.52,024721157de0,9e8fb2e2a04b,0
7,CASH_OUT,97881.35,bc4ff6620c75,11066422312e,0
7,CASH_OUT,375559.65,439a0627842d,10a35ac0d25b,0
7,CASH_OUT,91297.93,7cf76ffd48fe,01d11336cc0b,0
7,CASH_OUT,161565.83,07705f41d55d,bf5e3bf7da12,0
7,CASH_OUT,114172.33,57a0a4729bea,0c719e610f95,0
7,CASH_OUT,101195.42,535b8606e22b,761bf0bc7214,0
7,CASH_OUT,154592.13,9001d049ddbc,1f98fe19ab4e,0
7,CASH_OUT,273536.21,270cbcdedcab,fcb20ab0bbe3,0
7,CASH_OUT,241018.32,c0dd0c7b4134,24cf7336cf9b,0
7,CASH_OUT,248040.36,87d27846ac01,4bdfd8da8204,0
7,CASH_OUT,246049.45,8284bb85f0eb,0c26c85728ed,0
7,CASH_OUT,45461.68,baed7517dc94,07fbe9b77f02,0
7,CASH_OUT,148100.79,24a7abdb325e,ac3c5cd89b84,0
7,CASH_OUT,49373.87,7974c5b8af5f,775e68749158,0
7,CASH_OUT,119103.09,61ed47bf1968,7ba1d3b080cf,0
7,CASH_OUT,25045.22,276426065cb6,21143f76f471,0
7,CASH_OUT,85474.84,b20a31863f8e,d1576287983d,0
7,CASH_OUT,164556.03,227ce9e81416,06bf391c07ff,0
7,CASH_OUT,91029.57,048b1dd95c2e,9c3186391d91,0
7,CASH_OUT,127917.12,4ebfade1bbd6,2cdab11770f5,0
7,CASH_OUT,255736.89,e047e3fc7c73,07fbe9b77f02,0
7,CASH_OUT,212202.33,a43c6a10688c,f2435e33ff57,0
7,CASH_OUT,35889.43,6a14f5a402c3,f9e13fdefb9e,0
7,CASH_OUT,101628.27,373a79d628f3,573cfe694020,0
7,CASH_OUT,10118.23,f29c005a9dc5,55624b013f33,0
7,CASH_OUT,8730.15,7853c688f314,c085cbdb6c12,0
7,CASH_OUT,100516.88,04f3b5711187,9274a546a3b3,0
7,CASH_OUT,88238.79,197f53fe915b,23c5feea8c9c,0
7,CASH_OUT,67564.24,06950ca6975f,525778689be2,0
7,CASH_OUT,34899.04,3d39f6f0de12,bcafb162d41f,0
7,CASH_OUT,158834.1,ae4c2eb3c836,892fa7781d1b,0
7,CASH_OUT,78771.91,78b9699afeb9,61f45026a743,0
7,CASH_OUT,269206.3,13ed235e7a28,d603930d3240,0
7,CASH_OUT,45275.45,1892a89c9324,3f8fdbb73aee,0
7,PAYMENT,5639.12,3eed9eed76af,77f7dc152f67,0
7,PAYMENT,1783.39,7e7a5d12385c,c4dc447f1d06,0
7,TRANSFER,164.0,44ff80e10c10,5a57c188ab46,1
7,CASH_OUT,164.0,d25003306279,e989042ac5ac,1
7,PAYMENT,4042.66,9d132be9d490,95b7770c7c4e,0
7,PAYMENT,5508.64,0abeebde05d2,385e3fd0b8b0,0
7,PAYMENT,9901.8,b4275dc21335,b1ed101ae5cc,0
7,PAYMENT,7826.14,07cd706cb2be,40b7008331b6,0
7,PAYMENT,8151.45,c0e8feac02b8,7b1e3dcca202,0
7,PAYMENT,24925.01,25b550b0e97e,0a6917f3a727,0
7,PAYMENT,7208.48,ff635e44c7ab,d2097bb442cf,0
7,PAYMENT,19083.6,9dcb13da9c4e,dd670c09a509,0
7,PAYMENT,3274.8,2b9515147ea2,b7c394b17396,0
7,PAYMENT,5162.32,40dd6044220e,92ad10d7cbb2,0
7,PAYMENT,2896.28,f13392e1d4b5,98af0815ec92,0
7,PAYMENT,19521.81,f9b949c222b1,845d5a249e0e,0
7,PAYMENT,15845.18,e8b9e1420eae,a5d8aaeb92c1,0
7,PAYMENT,2773.35,5276fbc2b1c3,1093e7e729f8,0
7,PAYMENT,25098.26,e52efc23e3b0,ef6c8473d277,0
7,PAYMENT,156.75,e932b3b24153,cd3d13233a14,0
7,PAYMENT,11189.14,80c2be5c74ea,5fdb29940ad2,0
7,PAYMENT,6537.91,3097232a8ae6,b47a4c8aa155,0
7,PAYMENT,2803.64,4b2893d84208,b0e3d6e31720,0
7,PAYMENT,20252.84,161970719cae,9a9beb44fcc1,0
7,PAYMENT,17497.36,f86788dcd95c,be37affdaa69,0
7,PAYMENT,8968.46,15fc589c0800,ce7f481dc54e,0
7,PAYMENT,1741.3,0e4566ab508b,ebf7ad88a36c,0
7,PAYMENT,5734.48,5c9bb95df525,663ba0344ceb,0
7,PAYMENT,4801.18,e3c32330e866,30961e4504eb,0
7,CASH_OUT,86346.82,8dc64d7988ad,e791ca3b06f6,0
7,CASH_IN,84541.64,6ca0ecf050b6,b18f82998d26,0
7,CASH_IN,131204.27,a4115358fc57,7006682b6922,0
7,CASH_OUT,220454.04,2a9e9052d336,9fd429d62fe3,0
7,PAYMENT,8045.41,9b80545a828c,334b71298bf5,0
7,PAYMENT,2252.22,8b8600bbba77,4a41f45194be,0
7,PAYMENT,3525.44,98eebbb47c14,6f78b015dbef,0
7,TRANSFER,590321.78,6952e47b77cc,6e25bbcd5d50,0
7,TRANSFER,21571.0,30c8c4b9ee34,ddbf438d4500,1
7,CASH_OUT,21571.0,b359b32d0769,b5640e1d3f32,1
7,PAYMENT,4323.59,b955dd9c4060,9ceef5f3eacc,0
7,PAYMENT,763.93,9a5885934d18,91f6ca92b34e,0
7,PAYMENT,13768.25,d36de7df9108,0085a0886f8a,0
7,PAYMENT,13021.43,53025be70fc9,dada38848a36,0
7,PAYMENT,2433.33,c94a960a3f46,5e6573a9039a,0
7,PAYMENT,14968.98,9de4c1624f9f,7f06cb332eff,0
7,PAYMENT,12851.37,6cffccb02fa5,a5d54ac37ad5,0
7,CASH_OUT,269032.52,45cab4f40a7f,ed10e7730eca,0
7,CASH_OUT,307802.46,3ec226d94a41,53262b7084bf,0
7,CASH_OUT,225034.45,22472509c2f1,d849d6f647a2,0
7,CASH_OUT,386758.53,445f74e231a6,9052035b575d,0
7,CASH_OUT,10476.67,cd1be660edfd,3e549f6fc8b8,0
7,CASH_OUT,180961.95,ac31a1c33868,0c34a211c396,0
7,CASH_OUT,75121.26,0768dfc38452,e5425c81fb32,0
7,CASH_OUT,269160.8,a81fb630a42d,b8bb30826833,0
7,CASH_OUT,5608.07,8ca86facd27f,e8a49954ea3b,0
7,CASH_OUT,228907.74,237b4783b06e,fc1fa2e49def,0
7,CASH_OUT,264071.62,b52b6997b7a9,90599130bdab,0
7,PAYMENT,16771.49,ace03067d8d4,4a89f65754f5,0
7,PAYMENT,10382.95,f0596f625b38,bad09f4c35e8,0
7,PAYMENT,9093.8,cce4dcac8383,190385b1796e,0
7,PAYMENT,25561.85,17a525c15171,c02b45720394,0
7,DEBIT,2044.05,242f8414eab5,2b7d3408977f,0
7,PAYMENT,2743.86,2a0a25b30b88,2397287df01c,0
7,PAYMENT,4145.39,f765901a3d6c,e68381aea72b,0
7,PAYMENT,1553.91,3fab25b185b5,6bd799da8839,0
7,PAYMENT,6809.96,c792d29a470e,2c06ef682717,0
7,PAYMENT,9109.98,5e58e7aee6e1,9b25ab716055,0
7,PAYMENT,6563.26,30499fba9d25,139e74559209,0
7,TRANSFER,569793.07,6319dc2203f1,b7071cf97f76,0
7,TRANSFER,1493929.59,8f114dfba284,256bc3ccfc79,0
7,PAYMENT,10576.96,c3b1eea409f7,90a876c93e77,0
7,PAYMENT,4415.22,599ad0e67b9a,883348eab813,0
7,CASH_OUT,74408.42,d761129d16f8,77019f12df7e,0
7,CASH_OUT,2274.92,b8c6441ffe4c,0f6d67ba05f7,0
7,PAYMENT,3024.32,a251c74b329d,dd12a2449ff6,0
7,PAYMENT,2109.39,5833359b10ee,6279762d2b20,0
7,CASH_OUT,34028.37,0747498d0d19,e8cfe384a7d4,0
7,PAYMENT,5836.67,86c2342ef6aa,07b833ba5dee,0
7,PAYMENT,2469.68,75edf0cc748f,ef4b2b8a2a6d,0
7,PAYMENT,3130.18,9cabc8f0c6a5,8cce3bcbfa57,0
7,CASH_OUT,110246.47,b13cb794a095,39f30f2f3ead,0
7,PAYMENT,2281.44,d6d76a476ac3,b3f0e89bc7e0,0
7,PAYMENT,9884.66,b4b2cc2ac0a0,f6d5b741d92d,0
7,PAYMENT,7176.55,8205fd5faa84,72406e58d83a,0
7,PAYMENT,5119.23,5c48ab7470fa,a19ca44281bb,0
7,CASH_OUT,13306.45,6c42f2cdb690,d6e73e24f478,0
7,CASH_OUT,253932.77,60272d4db675,8c6decdaf8f4,0
7,PAYMENT,14786.79,b5b278438de0,1dc4d2d9e58b,0
7,PAYMENT,1257.14,f3d7ee14da6f,5a590f2f938d,0
7,PAYMENT,1951.62,1d2f294899f6,c700f0c5aff5,0
7,PAYMENT,9267.13,e64c3b43c226,91cf09c7febb,0
7,PAYMENT,1004.1,f5b8c98f1f39,b70e10f5d5d0,0
7,PAYMENT,10140.78,089b5335cdfa,f5d26b4b3b6b,0
7,PAYMENT,10264.24,99587d779061,c69f40da0beb,0
7,PAYMENT,3064.36,9eb1095b91ab,283dd8892d82,0
7,PAYMENT,5203.37,beabcbae98e5,342d90ee7851,0
7,PAYMENT,19181.13,ead392bd3c74,3a08687189c9,0
7,PAYMENT,14182.39,299964bb7c1d,7b592edfe4c3,0
7,PAYMENT,27019.92,88558a633703,c9dcc5ec0981,0
7,PAYMENT,23442.47,9a8a2d593059,914947dc7b43,0
7,PAYMENT,13153.56,82596e470313,39101ae18861,0
7,PAYMENT,25145.74,956cdc4261b0,777c44636531,0
7,PAYMENT,6112.0,ee942b25a014,131795af8599,0
7,PAYMENT,49720.18,53158c69a116,6a511ff5292b,0
7,PAYMENT,8129.4,069e8f5e3a80,15f71ebbc18c,0
7,PAYMENT,8795.98,9f3bf1aab84d,33ebe00fb90f,0
7,PAYMENT,1913.0,25ce176a0f07,781eb7a446db,0
7,PAYMENT,948.31,cb6b228887ce,3dda662e852d,0
7,PAYMENT,8324.01,89b7f9290b19,3d36add8ca5d,0
7,PAYMENT,1084.11,aff6f3dfa64e,97fc214d992b,0
7,PAYMENT,3587.52,ff65c2408cab,ce401ecf9a4d,0
7,PAYMENT,17344.05,f58cbf415253,9ee12aad57e2,0
7,PAYMENT,23349.14,225634dfbff8,42e2d6bdb66b,0
7,PAYMENT,15624.03,6117dca81a43,142465655536,0
7,PAYMENT,14800.05,cbd57bb08818,d4d772295f26,0
7,PAYMENT,8806.37,228c4b4b896b,42312d0d8aca,0
7,PAYMENT,1546.96,facd256e0274,eb2da1384b1d,0
7,PAYMENT,37353.07,85c370c111a9,4fe3dd969597,0
7,PAYMENT,11717.96,514e2c9949f2,6548e3791db4,0
7,PAYMENT,2047.17,0417a107266a,b7ac98522438,0
7,PAYMENT,18087.79,df03c1fe9f61,5f1a1f46f491,0
7,PAYMENT,10162.2,966496ae24bf,76defc32323e,0
7,PAYMENT,7266.84,7b279cd5f4f0,29260b339ef2,0
7,PAYMENT,11019.29,642dc89391ec,0f5f6f568ba2,0
7,CASH_OUT,132153.76,66aaf8186c24,8ae56c4d4126,0
7,PAYMENT,6140.2,b314c2b6e751,09de46446d80,0
7,TRANSFER,69364.4,dae95fff2d44,08a0332b9f79,0
7,PAYMENT,5660.5,ce34bc7578cc,526e1c3f5169,0
7,PAYMENT,11650.82,fba95048e4a5,c47325837a61,0
7,TRANSFER,382189.06,94181cfcfeb1,ed745beb3684,0
7,PAYMENT,6670.04,37410fa270cd,37d2cf9b9985,0
7,PAYMENT,4127.22,dd80693b2592,f505744ab4b6,0
7,PAYMENT,15376.73,478ce7cd059f,ebdfba339c32,0
7,PAYMENT,16187.87,4ddefb055770,653d1f8c2d0f,0
7,PAYMENT,5852.14,83f955f95e3b,d17dbf1393e8,0
7,PAYMENT,20240.59,bf5052c293a1,4c77c7fc6336,0
7,CASH_OUT,83107.23,666498158286,d532f4b1712c,0
7,PAYMENT,12799.76,846e70853fe5,c5b5517c6649,0
7,PAYMENT,9371.97,8b10ad167c7e,5b7949658267,0
7,PAYMENT,1866.52,3d9000e352ea,6b48f72d2e6e,0
7,PAYMENT,6570.63,b9289937bb6e,81a95df45aab,0
7,PAYMENT,3548.37,39bdc4b86d31,49840fd6a95f,0
7,CASH_OUT,264180.92,119e39d9fa1a,adef49d07a73,0
7,CASH_OUT,213876.56,674e1485e338,311b254667be,0
7,CASH_OUT,188028.76,782248159a91,3e5779bf1970,0
7,CASH_OUT,24227.51,34a58b6fcd79,3c3fa75936be,0
7,CASH_OUT,57950.66,25074fbbe559,7278c3f299d8,0
7,CASH_OUT,76225.25,b9c3f4d68b55,46f7821e3115,0
7,CASH_OUT,142984.74,fb3e518fbab5,816e6bc94d8d,0
7,CASH_OUT,326602.71,df47f79260c1,652fefb0205f,0
7,CASH_OUT,195686.23,99a6435e64e1,54ac46a98a50,0
7,CASH_OUT,268913.2,4de05916f180,0798a76f546c,0
7,CASH_OUT,27330.91,c9f64ab348b6,5eb2751d9d99,0
7,CASH_OUT,117898.28,400f774f0ecd,77019f12df7e,0
7,CASH_OUT,218927.93,229b02fda2c1,8a3bfc7cd5be,0
7,CASH_OUT,81721.37,02bcfd641ecf,7b65b9d9a9b9,0
7,CASH_OUT,100436.61,9367b7a44d72,f332fe5121b1,0
7,CASH_OUT,48929.59,95f36f1ea324,c5a7d0475d86,0
7,CASH_OUT,133980.84,fd032e9b78f8,d2bf624460a0,0
7,CASH_OUT,242154.0,b15f298b8ec5,00abafb4c61c,0
7,CASH_OUT,73457.16,c11e0d4bc9d6,04ef334ae57c,0
7,CASH_OUT,24002.6,dffe49a6ffe8,c5e833309f21,0
7,PAYMENT,6.04,af881ee432c7,93c3fe0e7ca8,0
7,PAYMENT,6487.33,37a51f8e3dad,acdafdecdf89,0
7,PAYMENT,6274.09,28190f551ddb,807728bbf4a3,0
7,PAYMENT,622.84,4f27ac17ae5d,74a3fde3f27c,0
7,PAYMENT,14039.36,70990f5a8a60,294e3411d09f,0
7,PAYMENT,15269.34,23ce6e370f22,596ba65b8e92,0
7,PAYMENT,15155.05,2413ef8608d1,9f02454e2bb1,0
7,TRANSFER,602720.75,1f596e55331c,8e827c65acbf,0
7,PAYMENT,4447.28,ce3252dc904b,02beda725c7e,0
7,PAYMENT,20189.37,6e59cc1937be,cf4bf685524b,0
7,PAYMENT,866.0,44a8c95a0c3f,4d128b7dca2e,0
7,PAYMENT,7031.15,5ae99a3e695b,646c6d4664df,0
7,PAYMENT,319.63,3df594d18c30,a0ed987b4d2a,0
7,PAYMENT,2182.43,38031741ceb0,648ce08e5da7,0
7,PAYMENT,1032.62,c1eba1499c7f,c438f34345f7,0
7,PAYMENT,13714.77,6f5b4f3c2f6a,00789a37c0ce,0
7,PAYMENT,4304.01,9bd5bd18a308,bb74f900eb11,0
7,PAYMENT,8424.69,d31ea2c29305,8be5bd645c84,0
7,PAYMENT,6365.49,b2eb3af9593f,7db0c5c1de65,0
7,PAYMENT,7862.54,3622f9bbf832,92cb64bf1fe8,0
7,PAYMENT,664.03,d00bed33a4fb,dbf87e4a749c,0
7,PAYMENT,7381.64,1ab1411c0d77,ac57b9c1fe4f,0
7,PAYMENT,18935.93,c3ffce712372,73a8d2710458,0
7,PAYMENT,6574.36,ff6cd3336c4a,427147dd9126,0
7,TRANSFER,1028204.63,7a2685ee3a03,1e937ae473d3,0
7,TRANSFER,977370.39,4a59462041f0,8365eae1ad5a,0
7,PAYMENT,10334.85,d95a723e9597,1db4243617c6,0
7,PAYMENT,7907.73,77414f0741a0,2fdb96c3b211,0
7,PAYMENT,8610.97,110b0436edc9,32c043c1b8fb,0
7,PAYMENT,14056.57,64cf2b276897,2f143e814e62,0
7,PAYMENT,3746.76,e7decbc29641,b0b1cb670e15,0
7,CASH_OUT,256487.78,3fc2905b4f3e,ac45f283aaa0,0
7,CASH_OUT,275999.68,c4334aeb8952,f9f2b9996b08,0
7,PAYMENT,483.19,92eed46badf1,74423c265619,0
7,CASH_OUT,305871.8,e7876a0fa180,1f98fe19ab4e,0
7,DEBIT,1191.68,7b5f37306a2f,cf6c32998ec9,0
7,PAYMENT,1358.92,beda7990a066,78f990085380,0
7,PAYMENT,4110.34,fd0bca8ab2ec,04762fd9af7d,0
7,TRANSFER,650609.2,d5d02701d4e2,1340d89ae7ce,0
7,PAYMENT,15860.34,bc710663c086,f93e90acf640,0
7,PAYMENT,10536.18,fe1409a2dd20,1719c28b4c65,0
7,PAYMENT,34439.56,9b7590c36f6f,626d6ed29da0,0
7,PAYMENT,1376.66,5e22a667ff5a,49452139a302,0
7,PAYMENT,3754.9,58b6283409b4,49eb138eb16f,0
7,TRANSFER,608604.9,fa2af58a64dd,d59c09256be3,0
7,PAYMENT,15019.19,ad12ebd2bb0c,d00ab216b040,0
7,PAYMENT,255.47,4aec10a6b536,2f3b8f539ee5,0
7,PAYMENT,4827.22,2ee4c4295b30,7ca7dfac5dc6,0
7,TRANSFER,156112.17,dcf6cb250ac9,6ca6cb1ed983,0
7,PAYMENT,1075.87,c2d81beeeb64,1c444f289f19,0
7,PAYMENT,8332.65,d3a77137963f,ae05f2d14b99,0
7,CASH_OUT,71248.08,701bb628eefa,5634d7e4d2c6,0
7,CASH_OUT,258996.43,da32923aa58b,46dc1d31bd89,0
7,CASH_OUT,503336.24,55c66826dfaa,48b1f059ec7f,0
7,CASH_OUT,200941.23,616f66f7d8ca,bb36461ef396,0
7,TRANSFER,408611.16,2e782bb23218,7efbcbdd355f,0
7,CASH_OUT,39251.66,f62852c66f9b,f8a50d061a7a,0
7,PAYMENT,2679.21,0c1ee3412d0a,76c67596ca3e,0
7,PAYMENT,2653.24,cfe42ecbfe00,e5af7c8a817e,0
7,CASH_IN,424819.85,6e632da9c5fa,9aaa11ffb7d8,0
7,CASH_IN,342337.17,f94e3612308b,4dd474ab1e4c,0
7,CASH_IN,56307.27,5491372a8a00,d3c2fc366756,0
7,CASH_IN,32775.59,d0fe1243aa49,81ebe9e0949c,0
7,CASH_IN,247833.99,dda5e4195cdd,0af8e111e965,0
7,CASH_IN,138690.87,8e6879e17967,5d76c5e356ad,0
7,CASH_IN,17550.28,18f7f5c1f99d,b945ad153276,0
7,CASH_IN,144396.86,0c0a19316bce,5f2cd4ebcff1,0
7,CASH_IN,552421.31,44f59f5d5530,5ee121ae3f10,0
7,CASH_IN,558350.93,e6206c030417,dfe380427eae,0
7,CASH_IN,79467.01,a784fd00c2ac,f062d733ee18,0
7,CASH_IN,43658.04,0f78b752e004,3ddc3fdfb8e5,0
7,CASH_IN,228387.75,289e76506987,0ea7d8e357a2,0
7,CASH_IN,88172.44,20d993a3aa34,a50209c8dfdd,0
7,CASH_IN,98420.75,9075f1041185,e985828ab421,0
7,CASH_IN,173577.35,8d6d3015c631,81ebe9e0949c,0
7,CASH_IN,116577.23,40951ba6771e,ff25e49ccba3,0
7,CASH_IN,744792.22,f7b07876708d,d1576287983d,0
7,CASH_IN,18220.21,e06d6b62ee3c,f1e141940bba,0
7,CASH_IN,27531.29,b11ed3b4376c,c82c7a0101cd,0
7,CASH_IN,50635.73,e9d8a7ff4396,ed33fedb35ba,0
7,CASH_IN,232541.11,59c20e6c8496,2898b02729a7,0
7,CASH_IN,94129.6,5e2e024ad60e,00d52f26cf4a,0
7,CASH_IN,222404.08,2b194080f858,be9218d7a34e,0
7,CASH_IN,82056.31,b9e20679ad65,c23a85bd7429,0
7,CASH_IN,141509.17,b6270a70ab87,a031133ef62e,0
7,CASH_IN,204176.35,7566391fd1aa,a662787902cf,0
7,CASH_IN,121127.16,68043e75df8e,e128b6bcf058,0
7,CASH_IN,255934.12,a78d0640a715,c5e833309f21,0
7,CASH_IN,261585.82,04fd7a71828f,c82d4dd76609,0
7,CASH_IN,237746.94,7872ff5261e0,f34b3560c34f,0
7,CASH_IN,35336.93,3891ce1f58a2,4a5d864b8ea7,0
7,CASH_IN,109447.96,4feddcd73e70,719a476e5196,0
7,CASH_IN,248231.73,c1711f8a4991,e05d886196b2,0
7,CASH_IN,287465.23,6da4870c2a08,6cbb96ceab8e,0
7,CASH_IN,52111.12,55673b4b9e2a,fa2224add170,0
7,CASH_IN,98769.08,c47daa66e3f4,a6bae5bc7963,0
7,CASH_IN,124032.02,c155e7672f93,3bfe1a413948,0
7,CASH_IN,16820.69,38543d993930,8bb1d8d1b16f,0
7,CASH_IN,40387.2,b79edfb50f99,7b65b9d9a9b9,0
7,CASH_IN,36175.75,f620acd666ab,6bfc1105bc17,0
7,CASH_IN,563.61,fc60b255a7b1,9224e1ebdfaf,0
7,CASH_IN,141246.6,3d37d20498b3,ca06652efdff,0
7,CASH_IN,45098.5,32c312f94dd1,4c40d9be95cc,0
7,CASH_IN,338765.76,7e9ccc424698,4f37f924c6e5,0
7,CASH_IN,10714.67,13aa36384a97,ed10e7730eca,0
7,CASH_IN,86532.81,c0400dc792e0,56e9ee971e51,0
7,CASH_IN,17990.11,a2266d1d254e,aa716239c54b,0
7,CASH_IN,38552.76,1c60e9b6d35d,d2bf624460a0,0
7,CASH_IN,128762.23,88ad9ceffc59,2493be5058f2,0
7,CASH_IN,125017.73,edd64a53348a,59a722881a77,0
7,CASH_IN,90929.04,ec657b2f6106,6638be7d7b9a,0
7,CASH_IN,126439.07,87cb6f205fb5,3e5779bf1970,0
7,CASH_IN,41755.22,31cbcf688016,21143f76f471,0
7,CASH_IN,76791.35,f28f553c7434,6755aeaa867a,0
7,CASH_IN,20163.75,7f01b31a5b9a,632d582ecb4a,0
7,CASH_IN,203953.52,329b0fef98b5,e5e652c28500,0
7,CASH_IN,103715.47,e97638ade37b,ea79a663e49c,0
7,CASH_IN,61096.18,80271cf7904b,075e3cde8f4b,0
7,CASH_IN,260227.13,774fe329ef26,591784fcbb38,0
7,CASH_IN,158316.76,5a0e371a8694,f898c27b0386,0
7,CASH_IN,248614.88,139680d282d0,885d4884e0ae,0
7,CASH_IN,74312.49,baebe4f70097,23ca223f17e3,0
7,CASH_IN,311699.07,baef434daf2b,f1281c85ac57,0
7,CASH_IN,449143.7,057e797c3d3f,e27b624027df,0
7,CASH_IN,149633.7,568c79bfab50,7fa3ba1cba55,0
7,CASH_IN,197305.52,70cce6d8fba4,b81313aa341c,0
7,CASH_IN,48101.08,e0c7c0729b0e,08ac98bf6176,0
7,CASH_IN,66350.13,d35aabe5ddc4,953f2aaef95f,0
7,TRANSFER,441445.58,11b0e5fbb183,d5904cda11f4,1
7,CASH_OUT,441445.58,8d099fbfd4e1,5d76c5e356ad,1
7,PAYMENT,7649.34,39b9267a0a37,5922f4262832,0
7,CASH_OUT,153326.44,83df97f79d4e,a78920be5515,0
7,PAYMENT,20575.31,68d340426cd9,b3d3f5cbab87,0
7,PAYMENT,1537.64,500da8bad067,de8983909961,0
7,CASH_OUT,7069.85,5658dc1d22c8,a35af75827db,0
7,PAYMENT,8061.04,e33c81bcd8aa,580da06cc0a1,0
7,PAYMENT,2996.57,222961a18adb,b1111b76857d,0
7,TRANSFER,149277.08,1d348a9af023,30ce30c06a3e,0
7,TRANSFER,155634.57,9eb6988f26ff,bbf49f1b722c,0
7,TRANSFER,1104966.48,d4bbbcd89b08,48b1f059ec7f,0
7,TRANSFER,643803.0,d2ad46825098,a45df9358da7,0
7,PAYMENT,17611.64,6dabb29b1c77,f300fc033ec7,0
7,CASH_OUT,374612.29,58bb7a186d21,d5d59e662e29,0
7,CASH_OUT,244191.05,c023704f1ffe,1b25fe5f2638,0
7,CASH_OUT,332783.95,b5a74b6bdbbe,5d76c5e356ad,0
7,CASH_OUT,411994.59,844e560cc8cc,2a20a916e6ee,0
7,CASH_OUT,126161.05,4043505c4263,bb40d0152eb1,0
7,CASH_OUT,14176.13,96ebc47c06ce,c3a188c21b1b,0
7,CASH_OUT,168001.31,016560ef97e7,51c6af0f360e,0
7,CASH_OUT,197133.14,271a7868cade,0643f8a3dd19,0
7,CASH_OUT,39558.34,bbc35157be53,624132201273,0
7,CASH_OUT,122173.5,da08883a4312,e0792a0043a8,0
7,CASH_OUT,76510.16,30bd6191896e,762e57238c22,0
7,CASH_OUT,317142.1,b16a08cc1084,41f303ab6dca,0
7,CASH_OUT,172491.78,1d02f083578b,8cdee3260199,0
7,CASH_OUT,135291.74,bd1999829d24,bb40d0152eb1,0
7,CASH_OUT,82176.1,e35ff34ca870,bb40d0152eb1,0
7,CASH_OUT,142953.17,c35f546a3c5c,8360ee3b712f,0
7,CASH_OUT,257175.67,f7125b0484fb,9fd429d62fe3,0
7,PAYMENT,21809.57,90c37a3ac56d,50f39503e93c,0
7,PAYMENT,2421.53,08873edc491b,79d23eb0e0f6,0
7,TRANSFER,1316171.95,fdf8594bdfb5,4c3d7aca8deb,0
7,CASH_OUT,313352.5,b5ab8741330c,24cf7336cf9b,0
7,PAYMENT,9999.93,6b4a90d17d05,364db1e874ab,0
7,TRANSFER,283346.9,c8aa57c5e7e2,648ae5ac2432,0
7,PAYMENT,18047.33,343577cc130b,6e60a730dc90,0
7,PAYMENT,3587.5,739e5d3e43b2,441d6265ba73,0
7,PAYMENT,6868.07,876180d1d01b,cb54311883d0,0
7,PAYMENT,6055.37,9f69392a1a07,db756268fcb1,0
7,PAYMENT,3345.36,30a199255999,d65bbcb7705f,0
7,TRANSFER,320228.94,135fe3a1054c,2028cdd8e6be,0
